jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|rwidth:n,  modelParams|sensorParams|encoders|rpos:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|lwidth:n,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|lpos:n,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|inferenceType,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[30, 40, 50]:window=1000:field=rpos,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[30, 40, 50]:window=1000:field=rpos, 
1006,  1457,  completed,  eof,  2014-05-04 07:27:39,  2014-05-04 07:29:18,  99,  modelParams|clParams|alpha_0.0145852851107.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|lpos:n_93.modelParams|sensorParams|encoders|_classifierInput|n_52.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  28629,  None,  None,  0.0145852851107,  9,  12,  None,  2,  93,  52,  NontemporalMultiStep,  0.1,  0.217995167105,  5.18688624244, 
1006,  1458,  completed,  eof,  2014-05-04 07:27:54,  2014-05-04 07:29:35,  101,  modelParams|clParams|alpha_0.0145852851107.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|lwidth:n_88.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_52.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  28629,  None,  None,  0.0145852851107,  9,  12,  88,  2,  None,  52,  NontemporalMultiStep,  0.1,  0.201973629656,  4.80567645105, 
1006,  1459,  completed,  eof,  2014-05-04 07:28:54,  2014-05-04 07:31:19,  145,  modelParams|sensorParams|encoders|rpos:n_195.modelParams|clParams|alpha_0.0328351247259.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_175.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0815543478447,  28629,  None,  195,  0.0328351247259,  10,  13,  None,  2,  None,  175,  NontemporalMultiStep,  0.0815543478447,  0.238670644338,  5.67882993935, 
1006,  1460,  completed,  eof,  2014-05-04 07:29:02,  2014-05-04 07:30:43,  101,  modelParams|sensorParams|encoders|rwidth:n_94.modelParams|clParams|alpha_0.0106252494518.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_52.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  28629,  94,  None,  0.0106252494518,  9,  13,  None,  2,  None,  52,  NontemporalMultiStep,  0.1,  0.170714755757,  4.06191582032, 
1006,  1461,  completed,  eof,  2014-05-04 07:29:18,  2014-05-04 07:31:08,  110,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|lpos:n_22.modelParams|sensorParams|encoders|_classifierInput|n_53.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.095015,  28629,  None,  None,  0.0001,  9,  12,  None,  1,  22,  53,  NontemporalMultiStep,  0.095015,  0.134081139497,  3.19027080767, 
1006,  1462,  completed,  eof,  2014-05-04 07:29:35,  2014-05-04 07:30:59,  84,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|lwidth:n_22.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.095015,  28629,  None,  None,  0.0001,  9,  12,  22,  1,  None,  28,  NontemporalMultiStep,  0.095015,  0.173471222023,  4.12750203099, 
1006,  1463,  completed,  eof,  2014-05-04 07:30:43,  2014-05-04 07:32:53,  130,  modelParams|sensorParams|encoders|rpos:n_98.modelParams|clParams|alpha_0.0273048752741.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_127.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0785656521553,  28629,  None,  98,  0.0273048752741,  10,  13,  None,  2,  None,  127,  NontemporalMultiStep,  0.0785656521553,  0.189880967283,  4.51794867739, 
1006,  1464,  completed,  eof,  2014-05-04 07:30:59,  2014-05-04 07:32:23,  84,  modelParams|sensorParams|encoders|rwidth:n_55.modelParams|clParams|alpha_0.0144549390412.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.095015,  28629,  55,  None,  0.0144549390412,  9,  13,  None,  2,  None,  28,  NontemporalMultiStep,  0.095015,  0.194490685073,  4.62763038322, 
1006,  1465,  completed,  eof,  2014-05-04 07:31:08,  2014-05-04 07:33:01,  113,  modelParams|clParams|alpha_0.0140855702213.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|lpos:n_141.modelParams|sensorParams|encoders|_classifierInput|n_77.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0957085218097,  28629,  None,  None,  0.0140855702213,  9,  12,  None,  1,  141,  77,  NontemporalMultiStep,  0.0957085218097,  0.233905155736,  5.5654418877, 
1006,  1466,  completed,  eof,  2014-05-04 07:31:19,  2014-05-04 07:32:57,  98,  modelParams|clParams|alpha_0.0140855702213.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|lwidth:n_79.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_52.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  28629,  None,  None,  0.0140855702213,  9,  12,  79,  2,  None,  52,  NontemporalMultiStep,  0.1,  0.198268740737,  4.71752386667, 
